TRAIN,data/labels/PXL_20211210_152519376.jpg,card,254,1539,976,951
TRAIN,data/labels/PXL_20211210_152519376.jpg,card,313,2188,954,1762
TRAIN,data/labels/PXL_20211210_152519376.jpg,card,320,2773,980,2280
TRAIN,data/labels/PXL_20211210_152519376.jpg,card,1309,1795,2091,1180
TRAIN,data/labels/PXL_20211210_152519376.jpg,card,1354,2277,2057,1828
TRAIN,data/labels/PXL_20211210_152552415.jpg,card,546,1580,1072,751
TRAIN,data/labels/PXL_20211210_152552415.jpg,card,569,2451,1080,1673
TRAIN,data/labels/PXL_20211210_152552415.jpg,card,1187,2402,1709,1621
TRAIN,data/labels/PXL_20211210_152552415.jpg,card,606,3228,1117,2458
TRAIN,data/labels/PXL_20211210_152552415.jpg,card,1139,1525,1669,695
TRAIN,data/labels/PXL_20211210_152503774.jpg,card,994,825,1509,243
TRAIN,data/labels/PXL_20211210_152503774.jpg,card,1627,922,2132,314
TRAIN,data/labels/PXL_20211210_152503774.jpg,card,2301,1101,2786,473
TRAIN,data/labels/PXL_20211210_152503774.jpg,card,2240,1914,2778,1148
TRAIN,data/labels/PXL_20211210_152503774.jpg,card,1460,1766,2024,1045
TRAIN,data/labels/PXL_20211210_152503774.jpg,card,683,1714,1332,973
TRAIN,data/labels/PXL_20211210_152710389.jpg,card,817,1012,1432,486
TRAIN,data/labels/PXL_20211210_152710389.jpg,card,1542,1001,2109,481
TRAIN,data/labels/PXL_20211210_152710389.jpg,card,2194,1078,2778,530
TRAIN,data/labels/PXL_20211210_152710389.jpg,card,2201,2045,3060,1163
TRAIN,data/labels/PXL_20211210_152710389.jpg,card,1417,2004,2163,1132
TRAIN,data/labels/PXL_20211210_152710389.jpg,card,519,2066,1355,1158
TRAIN,data/labels/PXL_20211210_152718675.jpg,card,627,1278,1291,696
TRAIN,data/labels/PXL_20211210_152718675.jpg,card,1327,1273,1940,712
TRAIN,data/labels/PXL_20211210_152718675.jpg,card,2071,1360,2712,743
TRAIN,data/labels/PXL_20211210_152718675.jpg,card,1676,2160,2468,1345
TRAIN,data/labels/PXL_20211210_152718675.jpg,card,391,2155,1304,1425
VALIDATE,data/labels/PXL_20211210_152732488.jpg,card,314,1494,1147,814
VALIDATE,data/labels/PXL_20211210_152732488.jpg,card,1204,1581,1906,853
VALIDATE,data/labels/PXL_20211210_152732488.jpg,card,2076,1627,2947,894
VALIDATE,data/labels/PXL_20211210_152643072.jpg,card,665,2321,1224,1914
VALIDATE,data/labels/PXL_20211210_152643072.jpg,card,1354,2280,2013,1802
VALIDATE,data/labels/PXL_20211210_152643072.jpg,card,1446,2799,2113,2377
VALIDATE,data/labels/PXL_20211210_152643072.jpg,card,657,2806,1216,2402
VALIDATE,data/labels/PXL_20211210_152643072.jpg,card,1554,3840,2160,3599
VALIDATE,data/labels/PXL_20211210_152541556.jpg,card,861,1480,1576,1006
VALIDATE,data/labels/PXL_20211210_152541556.jpg,card,602,2365,1376,1562
VALIDATE,data/labels/PXL_20211210_152541556.jpg,card,806,3128,1635,2332
VALIDATE,data/labels/PXL_20211210_152453185.jpg,card,91,1780,909,1265
VALIDATE,data/labels/PXL_20211210_152453185.jpg,card,1109,1758,1794,1228
VALIDATE,data/labels/PXL_20211210_152453185.jpg,card,220,2543,1006,1984
VALIDATE,data/labels/PXL_20211210_152453185.jpg,card,1172,2410,1828,1925
VALIDATE,data/labels/PXL_20211210_152453185.jpg,card,298,3302,1039,2758
VALIDATE,data/labels/PXL_20211210_152453185.jpg,card,1143,3117,1783,2625
